Node1,Sign,Node2,Weight
WWTR1, 1,MYOD1,100
LATS1,-1,WWTR1,100
WWTR1, 1,TEAD1,100
PDPK1, 1,PRKCA,100
PRKCA, 1,MAPK3,100
FYN,-1,CTNNB1,100
CTNNB1, 1,MYOD1,100
CASP3,-1,CTNNB1,100
AKT1, 1,CTNNB1,100
GSK3A,-1,CTNNB1,100
CTNNB1, 1,NR4A1,100
PAK1, 1,CTNNB1,100
CTNNB1, 1,TCF4,100
PDPK1, 1,PRKCE,100
YAP1,-1,ITCH,100
PDPK1, 1,PRKCD,100
PRKCD, 1,KLF5,100
MAPKAPK2, 1,MDM2,100
MAPK3, 1,MAPKAPK2,100
MAPKAPK2, 1,HSF1,100
MAPKAPK2, 1,HSPB2,100
MAPKAPK2, 1,PIAS1,100
MAPKAPK2, 1,SRF,100
GLRX, 1,NFYA,100
MAPK3, 1,SREBF1,100
CDK2,-1,MYOD1,100
MYOD1, 1,SMARCA4,100
HDAC1,-1,MYOD1,100
CASP3,-1,AKT1,100
MDM2, 1,TP63,100
AKT1, 1,MDM2,100
ERBB4, 1,MDM2,100
CDK2,-1,TP63,100
CDK2,-1,NR1I2,100
CDK2,-1,PAK1,100
CDK2,-1,CDX2,100
ESR1, 1,GATA3,100
AKT1, 1,ESR1,100
MAPK3, 1,ESR1,100
ERBB4, 1,ESR1,100
PAK1, 1,ESR1,100
CSNK2A1,-1,ESR1,100
PDPK1, 1,AKT1,100
PDPK1, 1,PAK1,100
PDPK1, 1,SGK1,100
PIK3CG, 1,PDPK1,100
HSPB2, 1,AKT1,100
AKT1, 1,BRCA1,100
AKT1, 1,PAK1,100
AKT1, 1,NRF1,100
PPP1CC,-1,AKT1,100
AKT1, 1,FOXA2,100
AKT1, 1,SRPK2,100
AKT1, 1,POU5F1,100
MAPK3, 1,SREBF2,100
GSK3A,-1,GATA6,100
GLRX, 1,IRF3,100
MAPK8,-1,NR4A1,100
NR4A1, 1,NR2F2,100
NR1I2, 1,HNF4A,100
BRCA1, 1,SOX2,100
MAX, 1,MNT,100
CSNK2A1,-1,MAX,100
MAX, 1,MXI1,100
CDKN2D,-1,CDK4,100
MAPK3, 1,HSF1,100
MAPK3, 1,RCAN1,100
MAPK3, 1,MAZ,100
SMARCA4, 1,ZEB1,100
MAPK8,-1,HSF1,100
HDAC1,-1,MAFK,100
PIAS1, 1,SOX9,100
MAPK1,-1,POU5F1,100
HBEGF, 1,ERBB4,100
ERBB4, 1,PIK3CG,100
PAK1, 1,ELF3,100
PPP1CC,-1,CAMK2A,100
NR2F2, 1,NR2F1,100
DTX1,-1,ASCL1,100
