feature_A,feature_B,correlation
NFATC1,AHR,0.976190476190476
MEF2C,AHR,0.976190476190476
PBX3,AHR,0.976190476190476
TCF12,AHR,0.976190476190476
GATA6,AHR,0.976190476190476
NR1H3,AHR,0.976190476190476
STAT5B,AHR,0.976190476190476
TWIST1,AHR,0.976190476190476
MAFG,FOS,0.976190476190476
NR4A1,AR,0.976190476190476
ARNT,ERG,0.976190476190476
RBPJ,ERG,0.976190476190476
CTCF,ESR1,0.976190476190476
EOMES,ESR1,0.976190476190476
MEIS1,ESR1,0.976190476190476
CDX2,FOXA1,0.976190476190476
TCF7L2,FOXA1,0.976190476190476
HOXB13,FOXA1,0.976190476190476
SOX2,FOXA1,0.976190476190476
PAX6,FOXA1,0.976190476190476
PDX1,FOXA1,0.976190476190476
NFYB,NCOR1,0.976190476190476
glycine,NCOR1,-0.976190476190476
ARID3A,NCOR2,0.976190476190476
MAF,NCOR2,0.976190476190476
NEUROD1,NCOR2,0.976190476190476
NR2F1,NCOR2,0.976190476190476
VDR,NCOR2,0.976190476190476
PBX2,NCOR2,0.976190476190476
PRDM14,NCOR2,0.976190476190476
RFX5,NCOR2,0.976190476190476
RELA,NFKB1,0.976190476190476
BCL3,NFKB1,0.976190476190476
ARID3A,RARA,0.976190476190476
ETS1,RARA,0.976190476190476
MAF,RARA,0.976190476190476
NEUROD1,RARA,0.976190476190476
VDR,RARA,0.976190476190476
BHLHE40,RELA,0.976190476190476
STAT3,RELA,0.976190476190476
CEBPD,RELA,0.976190476190476
HIF1A,RELA,0.976190476190476
REL,RELA,0.976190476190476
GATA2,FOXP1,0.976190476190476
GATA3,FOXP1,0.976190476190476
MEF2A,FOXP1,0.976190476190476
BACH2,SMAD3,0.976190476190476
CEBPB,SMAD3,0.976190476190476
EGR1,ARID3A,0.976190476190476
E2F6,ARID3A,0.976190476190476
USF1,ARID3A,0.976190476190476
RUNX1,ARNT,0.976190476190476
IRF4,ARNT,0.976190476190476
MITF,ARNT,0.976190476190476
POU2F2,ARNT,0.976190476190476
RUNX2,ARNT,0.976190476190476
NR3C1,ARNT,0.976190476190476
TAL1,ARNT,0.976190476190476
MEF2C,ARNT,0.976190476190476
STAT5B,ARNT,0.976190476190476
TWIST1,ARNT,0.976190476190476
NR2F1,ASCL1,0.976190476190476
PRDM14,ASCL1,0.976190476190476
MAF,EGR1,0.976190476190476
NEUROD1,EGR1,0.976190476190476
VDR,EGR1,0.976190476190476
RXRB,EGR1,0.976190476190476
FOXJ2,ATF21,0.976190476190476
ZHX1,ATF21,0.976190476190476
EPAS1,KLF6,0.976190476190476
SRF,KLF6,0.976190476190476
ELF1,TP53,0.976190476190476
KIV,ATF7,-0.976190476190476
FOXK2,BACH1,0.976190476190476
EBF1,BACH2,0.976190476190476
ETV4,BACH2,0.976190476190476
TEAD4,BACH2,0.976190476190476
RFX5,PAX5,0.976190476190476
MYB,RUNX3,0.976190476190476
SPI1,RUNX3,0.976190476190476
GATA1,RUNX3,0.976190476190476
TBX21,RUNX3,0.976190476190476
BHLHE40,BCL3,0.976190476190476
STAT3,BCL3,0.976190476190476
SP1,BCL3,0.976190476190476
E2F5,IRF1,0.976190476190476
STAT4,NFKB2,0.976190476190476
STAT1,RUNX1,0.976190476190476
NR2F2,RUNX1,0.976190476190476
EBF1,RUNX1,0.976190476190476
STAT5A,RUNX1,0.976190476190476
RBPJ,RUNX1,0.976190476190476
POU5F1,RUNX1,0.976190476190476
REST,RUNX1,0.976190476190476
TEAD4,RUNX1,0.976190476190476
NR4A1,STAT1,0.976190476190476
MITF,STAT1,0.976190476190476
RUNX2,STAT1,0.976190476190476
NFATC1,STAT1,0.976190476190476
MEF2C,STAT1,0.976190476190476
GATA6,STAT1,0.976190476190476
NR1H3,STAT1,0.976190476190476
STAT5B,STAT1,0.976190476190476
THAP11,STAT1,-0.976190476190476
TWIST1,STAT1,0.976190476190476
EOMES,BCL6,0.976190476190476
MEIS1,BCL6,0.976190476190476
PPARG,FOXO1,0.976190476190476
MYB,IRF4,0.976190476190476
NR2F2,IRF4,0.976190476190476
STAT5A,IRF4,0.976190476190476
SPI1,IRF4,0.976190476190476
GATA1,IRF4,0.976190476190476
RBPJ,IRF4,0.976190476190476
IKZF1,IRF4,0.976190476190476
TBX21,IRF4,0.976190476190476
FLI1,BHLHE22,0.976190476190476
RXRA,BHLHE22,0.976190476190476
ZEB1,BHLHE22,0.976190476190476
POU5F1,NR4A1,0.976190476190476
REST,NR4A1,0.976190476190476
GATA2,CEBPA,0.976190476190476
GATA3,CEBPA,0.976190476190476
NFATC1,CEBPA,0.976190476190476
PBX3,CEBPA,0.976190476190476
TCF12,CEBPA,0.976190476190476
GATA6,CEBPA,0.976190476190476
MEF2A,CEBPA,0.976190476190476
NR1H3,CEBPA,0.976190476190476
SIX2,CEBPA,0.976190476190476
TBXT,FOXA2,0.976190476190476
NFIC,MYB,0.976190476190476
POU2F2,MYB,0.976190476190476
FOXP2,PPARG,0.976190476190476
SOX10,PPARG,0.976190476190476
SRF,CEBPB,0.976190476190476
isoleucine,CEBPB,0.976190476190476
SMARCC2,CLOCK,0.976190476190476
NR2F2,MITF,0.976190476190476
EBF1,MITF,0.976190476190476
STAT5A,MITF,0.976190476190476
RBPJ,MITF,0.976190476190476
POU5F1,MITF,0.976190476190476
REST,MITF,0.976190476190476
TEAD4,MITF,0.976190476190476
TFAP2C,CTCF,0.976190476190476
NR2F1,CTCF,0.976190476190476
PBX2,CTCF,0.976190476190476
PRDM14,CTCF,0.976190476190476
MXI1,CTCFL,0.976190476190476
ZBTB7A,CTCFL,0.976190476190476
NR2F2,NFIC,0.976190476190476
STAT5A,NFIC,0.976190476190476
GATA1,NFIC,0.976190476190476
TBX21,NFIC,0.976190476190476
UBTF,DNMT3B,0.976190476190476
uric acid,E2F3,-0.976190476190476
FLI1,E2F6,0.976190476190476
KLF9,E2F6,0.976190476190476
MAF,E2F6,0.976190476190476
NEUROD1,E2F6,0.976190476190476
VDR,E2F6,0.976190476190476
RFX5,E2F6,0.976190476190476
ZEB1,E2F6,0.976190476190476
POU2F2,NR2F2,0.976190476190476
RUNX2,NR2F2,0.976190476190476
MEF2C,NR2F2,0.976190476190476
STAT5B,NR2F2,0.976190476190476
THAP11,NR2F2,-0.976190476190476
TWIST1,NR2F2,0.976190476190476
TFAP4,PAX8,0.976190476190476
SATB1,PAX8,-0.976190476190476
EOMES,EBF1,0.976190476190476
RUNX2,EBF1,0.976190476190476
MEF2C,EBF1,0.976190476190476
MEIS1,EBF1,0.976190476190476
STAT5B,EBF1,0.976190476190476
TWIST1,EBF1,0.976190476190476
STAT5A,POU2F2,0.976190476190476
SPI1,POU2F2,0.976190476190476
GATA1,POU2F2,0.976190476190476
RBPJ,POU2F2,0.976190476190476
IKZF1,POU2F2,0.976190476190476
TBX21,POU2F2,0.976190476190476
ELF1,ETS2,0.976190476190476
TCF7L2,GATA2,0.976190476190476
HMBOX1,GATA2,0.976190476190476
HOXB13,GATA2,0.976190476190476
MYBL2,GATA2,0.976190476190476
SOX2,GATA2,0.976190476190476
TFAP2C,EOMES,0.976190476190476
POU5F1,EOMES,0.976190476190476
PBX2,EOMES,0.976190476190476
REST,EOMES,0.976190476190476
TEAD4,EOMES,0.976190476190476
TCF7L2,GATA3,0.976190476190476
HMBOX1,GATA3,0.976190476190476
HOXB13,GATA3,0.976190476190476
MYBL2,GATA3,0.976190476190476
SOX2,GATA3,0.976190476190476
ZNF644,NCOA3,0.976190476190476
STAT5A,RUNX2,0.976190476190476
RBPJ,RUNX2,0.976190476190476
POU5F1,RUNX2,0.976190476190476
REST,RUNX2,0.976190476190476
TEAD4,RUNX2,0.976190476190476
MEF2C,STAT5A,0.976190476190476
STAT5B,STAT5A,0.976190476190476
THAP11,STAT5A,-0.976190476190476
TWIST1,STAT5A,0.976190476190476
MEIS1,TFAP2C,0.976190476190476
LYL1,FLI1,0.976190476190476
USF1,FLI1,0.976190476190476
JUNB,FOSL1,0.976190476190476
REL,FOSL1,0.976190476190476
FOXP2,NFATC1,0.976190476190476
HMBOX1,NFATC1,0.976190476190476
MYBL2,NFATC1,0.976190476190476
MEIS2,NR3C1,0.976190476190476
RBPJ,NR3C1,0.976190476190476
GATA4,NR3C1,-0.976190476190476
POU5F1,NR3C1,0.976190476190476
REST,NR3C1,0.976190476190476
KMT2A,SMAD4,0.976190476190476
MEIS2,TAL1,0.976190476190476
RBPJ,TAL1,0.976190476190476
GATA4,TAL1,-0.976190476190476
POU5F1,TAL1,0.976190476190476
REST,TAL1,0.976190476190476
REL,FOSL2,0.976190476190476
SATB1,TFAP4,-1
MTA1,TFAP4,0.976190476190476
SNAI2,TFAP4,0.976190476190476
ZBTB33,TFAP4,-0.976190476190476
MTA1,MNT,0.976190476190476
MYCN,MNT,0.976190476190476
SNAI2,MNT,0.976190476190476
ZBTB33,MNT,-0.976190476190476
ZKSCAN1,MNT,0.976190476190476
SOX9,HBP1,0.976190476190476
NANOG,MAFF,0.976190476190476
RBPJ,MEF2C,0.976190476190476
POU5F1,MEF2C,0.976190476190476
REST,MEF2C,0.976190476190476
TEAD4,MEF2C,0.976190476190476
GATA4,MEIS2,-1
MAX,MXI1,0.976190476190476
MAZ,MXI1,0.976190476190476
MTA2,MXI1,0.976190476190476
MYCN,MXI1,0.976190476190476
THAP1,MXI1,0.976190476190476
HMBOX1,PBX3,0.976190476190476
MYBL2,PBX3,0.976190476190476
STAT5B,RBPJ,0.976190476190476
TWIST1,RBPJ,0.976190476190476
HMBOX1,TCF12,0.976190476190476
MYBL2,TCF12,0.976190476190476
ZNF644,TCF4,0.976190476190476
MEF2A,TCF7L2,0.976190476190476
MTA1,ZNF740,0.976190476190476
ZBTB33,ZNF740,-0.976190476190476
ZKSCAN1,ZNF740,0.976190476190476
GATA6,FOXP2,0.976190476190476
NR1H3,FOXP2,0.976190476190476
THAP11,FOXP2,-0.976190476190476
MTA1,SATB1,-0.976190476190476
SNAI2,SATB1,-0.976190476190476
ZBTB33,SATB1,0.976190476190476
HMBOX1,GATA6,0.976190476190476
MYBL2,GATA6,0.976190476190476
MEF2A,HMBOX1,0.976190476190476
NR1H3,HMBOX1,0.976190476190476
SIX2,HMBOX1,0.976190476190476
LYL1,RXRA,0.976190476190476
USF1,RXRA,0.976190476190476
MEF2A,HOXB13,0.976190476190476
IRF9,IRF2,0.976190476190476
KMT2B,ZNF263,0.976190476190476
MAX,ZNF263,0.976190476190476
MAZ,ZNF263,0.976190476190476
NR2F1,ZNF263,0.976190476190476
PRDM14,ZNF263,0.976190476190476
THAP1,ZNF263,0.976190476190476
TSC22D4,IRF3,0.976190476190476
phenylalanine,JUNB,0.976190476190476
CMP,JUNB,-0.976190476190476
leucine,JUND,0.976190476190476
PBX2,KLF13,0.976190476190476
TCF3,KLF9,0.976190476190476
ZEB1,LYL1,0.976190476190476
USF1,MAF,0.976190476190476
2-HG,MAFK,-1
ZBTB7A,MAX,0.976190476190476
TGIF2,MAZ,0.976190476190476
ZBTB7A,MAZ,0.976190476190476
ZNF197,MAZ,-0.976190476190476
MYBL2,MEF2A,0.976190476190476
SOX2,MEF2A,0.976190476190476
POU5F1,MEIS1,0.976190476190476
PBX2,MEIS1,0.976190476190476
REST,MEIS1,0.976190476190476
TEAD4,MEIS1,0.976190476190476
TAF1,MIER1,0.976190476190476
ZBTB33,MTA1,-1
ZBTB7A,MTA2,0.976190476190476
ZBTB7A,MYCN,0.976190476190476
NR1H3,MYBL2,0.976190476190476
SIX2,MYBL2,0.976190476190476
STAT5B,POU5F1,0.976190476190476
TWIST1,POU5F1,0.976190476190476
NR2F1,TCF3,0.976190476190476
PRDM14,TCF3,0.976190476190476
RFX5,TCF3,0.976190476190476
USF1,NEUROD1,0.976190476190476
myristoylcarnitine,NFYA,-0.976190476190476
glycine,NFYB,-1
USF1,VDR,0.976190476190476
REST,STAT5B,0.976190476190476
TEAD4,STAT5B,0.976190476190476
TWIST1,REST,0.976190476190476
ZNF639,TCF25,-0.976190476190476
creatine,TCF7L1,-0.976190476190476
TWIST1,TEAD4,0.976190476190476
THAP1,TGIF2,0.976190476190476
ZNF197,TGIF2,-1
ZBTB7A,THAP1,0.976190476190476
ZNF197,THAP1,-0.976190476190476
GMP,TSC22D4,0.976190476190476
ZEB1,USF1,0.976190476190476
palmitoylcarnitine,ZHX2,-1
glutamine,ZNF24,-1
aconitate,ZNF24,-0.976190476190476
oleic_acid,myristic_acid,0.976190476190476
stearic acid,palmitic_acid,0.976190476190476
guanosine,creatinine,0.976190476190476
acetylcholine,carnitine,0.976190476190476
aconitate,glutamine,0.976190476190476
inosine,CDK2,-0.928571428571429
threonine,CHEK2,0.928571428571429
GMP,CHEK2,-0.952380952380953
urea,CAMK2A,0.928571428571429
ethanolamine,MAPK1,0.952380952380953
AMP,CSNK2A1,-0.928571428571429
2-HG,KSR1,0.928571428571429
GMP,VRK1,-0.928571428571429
phenylalanine,RPS6KB2,-0.976190476190476
tyrosine,RPS6KB2,-0.928571428571429
threonine,PRKD1,-1
GMP,PRKD1,0.952380952380953
succinate,ROCK1,-0.976190476190476
phenylalanine,RPS6KA3,-0.976190476190476
GABA,RPS6KA2,-0.928571428571429
isoleucine,SYK,-0.928571428571429
isoleucine,MAP2K4,-0.928571428571429
uric acid,MAP2K4,0.928571428571429
nicotinamide/picolinamide,CHUK,0.928571428571429
KIV,LIMK1,-0.952380952380953
isoleucine,PIM1,-0.952380952380953
threonine,ILK,0.952380952380953
citrate,PRKCZ,-0.928571428571429
fumarate,IKBKE,-0.928571428571429
Carbamoyl_phosphate,CLK1,-0.928571428571429
citrate,PRKCH,0.928571428571429
palmitoylcarnitine,CAMK1,0.928571428571429
phenylalanine,MAPK11,0.976190476190476
tyrosine,MAPK11,0.928571428571429
leucine,PRKG2,-0.928571428571429
d8-valine,PRKCI,-0.976190476190476
phenylalanine,MAP3K1,-0.952380952380953
CMP,MAP3K1,0.952380952380953
phenylalanine,AKT1,-0.928571428571429
CMP,AKT1,0.928571428571429
alanine,SGK1,-0.952380952380953
palmitic_acid,MAPKAPK3,0.952380952380953
methionine,CAMK2B,-0.976190476190476
guanosine,LATS2,0.928571428571429
myristoylcarnitine,PPP1CC,0.976190476190476
fructose 6-phosphate,CSNK2A2,-0.928571428571429
GABA,PDP1,0.975900072948533
N-acetylaspartate,PRKACB,0.928571428571429
citrate,PPM1D,0.952380952380953
citrate,SRPK1,-0.928571428571429
phenylalanine,DUSP1,-0.952380952380953
CMP,DUSP1,0.928571428571429
creatinine,SGK2,0.928571428571429
guanosine,SGK2,0.952380952380953
GABA,PBK,-1
UMP,CDKL5,-0.928571428571429
GABA,MAPK15,-0.952380952380953
asparagine,RSKR,-0.928571428571429
alanine,RSKR,-0.952380952380953
CMP,RSKR,0.928571428571429
asparagine,RPS6KA6,-0.928571428571429
alanine,RPS6KA6,-0.952380952380953
CMP,RPS6KA6,0.928571428571429
threonine,PKD1,-0.952380952380953
glucose 6-phosphate,CCNA2,-0.952380952380953
fumarate,EGF,-0.928571428571429
phenylalanine,IGF1,-0.928571428571429
CMP,IGF1,0.928571428571429
glycine,GKN2,0.952380952380953
aconitate,FN1,0.952380952380953
glycerol,GCG,-0.952380952380953
isovalerylcarnitine,HRES1,0.928571428571429
